id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic,,,,,,,,,
445300213;Calc for Loan;880640;USD;3.99;0;0;0;0;3.0.1;4;Finance;40;5;2;1,,,,,,,,,
445338486;LOVOO - Dating Chat;85049344;USD;0;1985;4;4.5;5;3.26.0;17;Social Networking;37;5;15;1,,,,,,,,,
449735650;Where's My Water?;90853376;USD;1.99;131656;484;4.5;4;1.14.1.58;4;Games;40;5;11;1,,,,,,,,,
449945214;United Airlines;140942336;USD;0;5748;106;2.5;2.5;2.1.19;4;Travel;37;1;1;1,,,,,,,,,
450123799;Dictionary.com Premium Dictionary & Thesaurus for iPad;162652160;USD;4.99;4922;1010;4.5;4.5;4;4;Reference;24;5;9;1,,,,,,,,,
450542233;Cut the Rope: Experiments;124532736;USD;0.99;63272;305;4.5;4.5;1.7.6;4;Games;40;0;11;1,,,,,,,,,
450555662;The Singing Machine Mobile Karaoke App;32770048;USD;0;130;9;2.5;1.5;1.10.4;12;Music;37;1;1;1,,,,,,,,,
450722833;ibis Paint X - speed painting;40980480;USD;0;1933;20;4.5;4.5;5.0.1;12;Entertainment;37;5;19;1,,,,,,,,,
450987651;VIBO RealMassager;4009984;USD;0;6;1;3;5;1.0.6;4;Health & Fitness;37;0;2;1,,,,,,,,,
451113455;Peggle Classic HD;179580928;USD;0.99;3912;627;4.5;4.5;2.0.9;4;Games;26;5;5;1,,,,,,,,,
451287325;Monkey Math School Sunshine;235767808;USD;1.99;1092;1;4;5;1.43;4;Games;38;5;1;1,,,,,,,,,
451584035;Conservative Talk Radio;13180928;USD;2.99;2436;274;4.5;5;4.1;9;News;37;2;1;1,,,,,,,,,
451901829;Azuki Wave;21263360;USD;1.99;14;1;4;5;1.08;4;Entertainment;37;4;2;1,,,,,,,,,
453718989;QQ HD;118249472;USD;0;5058;0;3.5;0;6.6.1;4;Social Networking;24;5;1;1,,,,,,,,,
453809428;Bon Appetit;21647360;USD;0;750;17;3.5;2;4.6.7;4;Food & Drink;24;5;1;1,,,,,,,,,
454021277;Skins Pro Creator for Minecraft;25740288;USD;1.99;7943;46;4.5;3;6.4.3;4;Utilities;38;2;11;1,,,,,,,,,
454086751;Flick Home Run !;27196416;USD;0.99;98851;478;4.5;4;1.7.2;4;Games;38;0;1;1,,,,,,,,,
"454136236;""STEINS;GATE"";1551412224;USD;24.99;16;0;4;0;1.71;12;Games;37;0;1;1",,,,,,,,,
454316134;Sonic CD;197306368;USD;0;16358;1816;4;3.5;2.0.1;4;Games;37;3;1;1,,,,,,,,,
454638411;Messenger;275729408;USD;0;351466;892;3;3;119;4;Social Networking;37;1;33;1,,,,,,,,,
454781476;Zombieville USA 2;175780864;USD;0.99;79683;597;4.5;4.5;1.6.1;12;Games;40;3;1;1,,,,,,,,,
454802329;F18 Carrier Landing;168557568;USD;5.99;4656;54;4.5;4.5;7.2;4;Games;37;5;11;1,,,,,,,,,
454958810;Flick Champions HD;117258240;USD;1.99;7289;19;4.5;4.5;2.1.0;4;Games;37;5;1;1,,,,,,,,,
454988262;Programme TV T̩l̩ Loisirs;81083392;USD;0;23;0;3.5;0;7.2.1;12;Entertainment;37;5;4;1,,,,,,,,,
455256615;White Tiles 2 : Piano Master ( Don't Hit The White Tiles 4 ) - Free Music Game;31578112;USD;0;60;7;4;3.5;2.21;4;Games;40;4;5;1,,,,,,,,,
467329677;Mathway - Math Problem Solver;94260224;USD;0;1854;28;3.5;3.5;3.1.0;4;Education;37;5;7;1,,,,,,,,,
467703220;Elmo Calls;87581696;USD;1.99;1915;38;4;4.5;3.7;4;Games;38;5;1;1,,,,,,,,,
467738064;AEO|Aerie: Jeans,Dresses,Swimsuits & Bralettes;64024576;USD;0;6408;77;4;4.5;4.1.2;4;Shopping;37;0;1;1,,,,,,,
467923185;Loopy HD;26399744;USD;3.99;561;4;4;5;1.6.3;4;Music;37;5;4;1,,,,,,,,,
467953363;Best Hunting Times;6603776;USD;2.99;123;9;4;4;4.2;4;Weather;38;0;1;1,,,,,,,,,
468090416;SamCard Pro-card reader&business card scanner&ocr;21118976;USD;5.99;875;123;4.5;4.5;2.3.3;4;Business;37;0;7;1,,,,,,,,,
468401854;Daily Classifieds for iPhone;93220864;USD;0.99;7973;884;4;4.5;6.2.4.0;17;News;37;0;5;1,,,,,,,,,
468429333;Runtastic Road Bike GPS Cycling Route Tracker PRO;57786368;USD;4.99;3800;99;4.5;4.5;3.5;4;Health & Fitness;37;0;15;1,,,,,,,,,
468564994;Tasty Planet: Back for Seconds;31039488;USD;2.99;264;56;4.5;4.5;1.4;9;Games;43;0;8;1,,,,,,,,,
468566852;Tasty Planet: Back for Seconds HD;29511680;USD;4.99;135;62;4.5;4.5;1.4;9;Games;26;5;8;1,,,,,,,,,
468674094;Scanner911 HD Police Radio Pro;4348875;USD;3.99;204;166;4;4;3.95;12;News;26;3;2;1,,,,,,,,,
468996152;OfferUp - Buy. Sell. Simple.;73138176;USD;0;57348;1213;4.5;4.5;2.10.17;4;Shopping;37;0;1;1,,,,,,,,,
469610082;Riptide GP;41246720;USD;0.99;3883;675;4;4;1.4.1;4;Games;40;4;1;1,,,,,,,,,
469622080;Math Practice - Integers;2598912;USD;0.99;11;0;4;0;2;4;Education;37;5;1;1,,,,,,,,,
469863705;Khan Academy: you can learn anything;162706432;USD;0;5459;10;4;4.5;4.3.0;4;Education;37;5;6;1,,,,,,,,,
469960709;Bejeweled Blitz;91591680;USD;0;221002;131;4;4;1.29.1;4;Games;38;5;1;1,,,,,,,,,
469964520;Lloyds Bank Mobile Banking;104023040;USD;0;17;5;4.5;4;16.1;4;Finance;37;0;1;1,,,,,,,,,
470412139;Sleepy Hollow: Mystery Legends HD (Full);375949016;USD;4.99;168;168;4;4;1.0.1;9;Games;26;5;4;1,,,,,,,,,
470412147;Poshmark: Buy & Sell Fashion;58299392;USD;0;18035;156;4.5;4.5;2.7;4;Shopping;37;5;1;1,,,,,,,,,
470578793;Secret Calculator Pro - Hide photos & videos;14578688;USD;1.99;2504;644;4.5;5;1.13;4;Photo & Video;37;0;12;1,,,,,,,,,
471063940;Call of Duty: Black Ops Zombies;880267264;USD;6.99;116601;5839;4.5;4.5;1.3.5;17;Games;43;4;1;1,,,,,,,,,
471341991;Infinite Flight - Flight Simulator;114197504;USD;4.99;7100;0;4.5;0;16.13.0;4;Games;38;5;30;1,,,,,,,,,
471347413;YouNow: Live Stream Video Chat;91615232;USD;0;12079;24;3.5;3.5;13.25.0;12;Social Networking;37;5;7;1,,,,,,,,,
471394851;Bandsintown Concerts;80923648;USD;0;30845;105;4.5;5;5.1;4;Music;37;3;7;1,,,,,,,,,
471458190;Reiner Knizia's Tigris & Euphrates;54852324;USD;4.99;1777;321;4.5;4.5;2.0.1;4;Games;47;5;1;1,,,,,,,,,
472006138;Coach's Eye - Video Analysis;81444864;USD;4.99;2676;27;4.5;4.5;6.0.2;4;Sports;37;5;1;1,,,,,,,,,
472014516;Kohl's App: Scan,Shop,Pay and Save!;98870272;USD;0;7174;166;4;4;7.19.46;4;Shopping;37;0;1;1,,,,,,,
472374716;Mystic Diary: Haunted Island HD (Full);113278913;USD;4.99;76;76;4;4;1.0.1;9;Games;26;5;5;1,,,,,,,,,
472642407;Trial Xtreme 2;158416896;USD;2.99;2254;29;4.5;4;2.14;4;Games;43;5;1;1,,,,,,,,,
472896868;Infect Them All : Vampires;52539392;USD;0.99;826;135;5;4.5;3.1;12;Games;43;5;1;1,,,,,,,,,
472937654;Puffin Web Browser;66607104;USD;0;11677;121;4;4;5.2.2;17;Utilities;37;5;28;1,,,,,,,,,
473219519;Royal Trouble: Hidden Adventures HD (Full);285982720;USD;6.99;1690;1644;4.5;4.5;1.2;4;Games;26;5;13;1,,,,,,,,,
474207297;Kids A-Z;100699136;USD;0;2887;0;3.5;0;3.10.0;4;Education;38;5;1;1,,,,,,,,,
474595631;Timeshare+;3530752;USD;1.99;1;1;5;5;6.6;4;Finance;40;5;1;1,,,,,,,,,
474679690;BTN2Go;134715392;USD;0;1628;0;2;0;6.6;4;Sports;37;5;1;0,,,,,,,,,
474764934;N.O.V.A. 3 - Near Orbit Vanguard Alliance;1984958464;USD;6.99;13503;825;4.5;4.5;1.0.5;17;Games;43;5;12;1,,,,,,,,,
474807486;FEMA;8147968;USD;0;128;7;3;3.5;2.9.1;4;Weather;37;4;1;1,,,,,,,,,
475249619;My Macros+ Diet,Weight and Calorie Tracker;75580416;USD;2.99;2334;298;4.5;4.5;7.0.1;4;Health & Fitness;37;5;1;1,,,,,,,,
475772902;Night Sky;596499456;USD;0;12122;60;4.5;4.5;4.4.1;4;Reference;37;5;29;1,,,,,,,,,
475820434;Notion;223332352;USD;14.99;929;17;4;3;2.0.177;4;Music;37;5;8;1,,,,,,,,,
493145008;Headspace;121170944;USD;0;12819;1326;5;5;2.13.2;4;Health & Fitness;37;0;1;1,,,,,,,,,
493226494;edjing Mix:DJ turntable to remix and scratch music;144888832;USD;0;13580;1208;4.5;4.5;6.6.3;4;Music;37;5;12;1,,,,,,,,,
493536432;Hundreds;45957120;USD;2.99;873;56;4;4;1.45;4;Games;43;5;1;1,,,,,,,,,
493619333;MLB.com At Bat;91044864;USD;0;21830;247;3.5;4.5;10.2.2;4;Sports;37;5;2;1,,,,,,,,,
493849232;Machine World;143887360;USD;1.99;3875;304;4.5;4.5;1.6.2;4;Games;37;5;1;1,,,,,,,,,
493912733;Adrian James 6 Pack Abs Workout;73519104;USD;2.99;114;15;4.5;4.5;4.3.2016091601;4;Health & Fitness;37;0;1;1,,,,,,,,,
494302506;Scotland Yard;157572096;USD;3.99;824;0;4.5;0;2.3;4;Games;37;4;5;1,,,,,,,,,
494407419;Either;11090944;USD;0.99;89;0;3;0;1.6;12;Games;37;0;1;1,,,,,,,,,
497933996;Shoot The Zombirds;134242304;USD;0.99;2007;80;4.5;4.5;1.2;9;Games;40;5;9;1,,,,,,,,,
497936366;Catapult King;210625536;USD;0.99;12799;95;4.5;4;1.5.1;9;Games;40;5;10;1,,,,,,,,,
498425561;ALON Dictaphone - Voice Recorder;37910528;USD;4.99;379;0;4;0;2.1;4;Business;37;5;24;1,,,,,,,,,
499289888;My Bowling 3D;176737280;USD;0;5090;6;4;3.5;1.12;4;Games;37;5;1;1,,,,,,,,,
499470113;FileExplorer Pro - File Manager for Computer,NAS;83620864;USD;4.99;1016;45;4.5;4.5;6.1;4;Utilities;37;5;9;1,,,,,,,,
499511971;Angry Birds Space;161200128;USD;0;95892;2;4;1;2.2.12;4;Games;37;0;1;1,,,,,,,,,
499794670;Sid Meier's Pirates!;461555595;USD;2.99;1618;1267;4.5;4.5;1.1.2;12;Games;43;0;1;1,,,,,,,,,
520777858;The Sandbox - Building & Crafting a Pixel World!;171482112;USD;0;41108;258;4.5;4.5;2;4;Games;38;5;45;1,,,,,,,,,
520978510;ZENFORMS: Protectors;111136768;USD;1.99;1127;25;4;4.5;1.3.6;12;Games;40;2;1;1,,,,,,,,,
521207075;RetailMeNot Shopping Deals,Coupons,Savings;133086208;USD;0;18544;14;4.5;4.5;4.25;4;Shopping;37;0;1;1,,,,,,,
521577043;VinoCell: manage your wine cellar like a pro;37157888;USD;8.99;248;20;4;4.5;3.5.1;17;Food & Drink;37;5;6;1,,,,,,,,,
521633439;Dokuro;146078720;USD;1.99;84;4;4.5;5;1.2.6;9;Games;40;2;1;1,,,,,,,,,
521640355;Toca Train;81991680;USD;2.99;1397;25;4;3.5;1.0.5;4;Education;40;5;18;1,,,,,,,,,
521640648;Toca Band;323621888;USD;2.99;3107;110;4.5;3.5;1.0.6;4;Education;40;5;1;1,,,,,,,,,
521671873;My Singing Monsters;240521216;USD;0;130519;1445;4.5;5;2.0.8;4;Games;37;5;7;1,,,,,,,,,
521922264;PIP Camera-Selfie Cam&Pic Collage&Photo Editor;74172416;USD;0;8454;26;4.5;5;3.2.2;4;Photo & Video;40;5;2;1,,,,,,,,,
522008611;ATracker - Daily Task and Time Tracking;153064448;USD;0;1114;34;4.5;4.5;8.7;4;Productivity;37;5;12;1,,,,,,,,,
522029577;Brutal Street;68812800;USD;0;777;0;4.5;0;2.8.0;12;Games;37;5;7;1,,,,,,,,,
525818572;Poop Break;6529024;USD;0.99;21;2;4;3.5;1.3.1;9;Utilities;37;0;1;1,,,,,,,,,
525818839;Plague Inc.;95603712;USD;0.99;143285;406;4.5;4.5;1.14.1;12;Games;40;5;14;1,,,,,,,,,
525929300;DiveChamp;41779200;USD;0.99;295;133;4.5;4.5;1.22;4;Games;43;5;1;1,,,,,,,,,
526011730;Tom Loves Angela;53489664;USD;0.99;1151;129;4;4;2;4;Entertainment;43;0;13;1,,,,,,,,,
526012271;Tom Loves Angela for iPad;55357440;USD;2.99;2286;1060;4;4.5;2;4;Entertainment;26;4;13;1,,,,,,,,,
526590469;Jake's Never Land Pirate School;303058944;USD;0.99;4337;398;4;4;1.0.7;4;Entertainment;40;5;1;1,,,,,,,,,
526641427;Flow Free;20669440;USD;0;373857;3428;4.5;4.5;2.9;4;Games;38;5;11;1,,,,,,,,,
526783584;Pixlr - Photo Collages,Effects,Overlays,Filters;73878528;USD;0;2099;4;4;3.5;3.1.2;4;Photo & Video;37;5;11;1,,,,,,
526819635;JaxReady;8352768;USD;0;22;4;3.5;1.5;6.0.1;17;Weather;37;5;1;1,,,,,,,,,
526831380;Storm Shield;26501120;USD;2.99;2516;994;4.5;5;3.8.3;12;Weather;38;5;1;1,,,,,,,,,
527143310;CamCard HD -business card scanner & reader;80380928;USD;7.99;319;13;4;4.5;1.2.10;4;Business;24;5;7;1,,,,,,,,,
527173191;Pumped: BMX;38629376;USD;1.99;1164;76;5;4.5;1.6;4;Games;43;5;13;1,,,,,,,,,
527219710;Sworkit - Custom Workouts for Exercise & Fitness;143166464;USD;0;16819;348;5;5;5.4.1;4;Health & Fitness;37;5;12;1,,,,,,,,,
527358348;Fieldrunners 2;89068544;USD;2.99;14214;11;5;3.5;1.9.177609;9;Games;37;0;1;1,,,,,,,,,
527445936;Photo Editor by Aviary;36269056;USD;0;39501;741;4.5;5;4.6.1;12;Photo & Video;37;5;23;1,,,,,,,,,
527705255;Hurricane Tracker WESH 2 Orlando,Central Florida;29992960;USD;0;203;84;4;4.5;4.1;4;Weather;37;1;1;1,,,,,,,,
528122602;Bluebeam Revu;150128640;USD;9.99;210;2;3;2;3.8.4;4;Productivity;24;5;1;1,,,,,,,,,
530621395;Wish - Shopping Made Fun;48428032;USD;0;141960;579;4.5;4.5;3.20.6;12;Shopping;37;5;30;1,,,,,,,,,
530809322;Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool,Kindergarten and Grade 1 Kids);54198272;USD;2.99;59;3;3.5;3.5;2.0.5;4;Education;38;5;1;1,,,,,,,,
530957470;LiveCollage Pro-Photo Collage Maker&Photo Editor;88022016;USD;1.99;12319;0;4.5;0;5.5.0;4;Photo & Video;37;5;4;1,,,,,,,,,
530957474;Photo Collage Maker & Photo Editor - Live Collage;94266368;USD;0;93781;0;4.5;0;5.5.0;4;Photo & Video;37;5;4;1,,,,,,,,,
531184261;Trigger Fist;144196155;USD;0;69624;58269;4.5;4.5;1.11;12;Games;43;5;1;1,,,,,,,,,
531325150;Talking Ginger for iPad;79683584;USD;0;20065;113;4.5;4;2.4.2;4;Entertainment;24;5;13;1,,,,,,,,,
532138534;Dragon Island Blue;53772288;USD;0.99;9119;1541;5;4.5;1.1.0;9;Games;43;5;2;1,,,,,,,,,
533024665;Organ Trail: Director's Cut;245444608;USD;2.99;3389;203;4.5;4.5;2.0.4;12;Games;40;4;1;1,,,,,,,,,
533055738;cute icon&wallpaper dressup - CocoPPa;65789952;USD;0;12508;810;4;4;3.2.8;4;Lifestyle;38;0;10;1,,,,,,,,,
533079551;DEAD TRIGGER;301228032;USD;0;78918;4345;4.5;4.5;1.9.0;17;Games;43;4;1;1,,,,,,,,,
533173905;MY LITTLE PONY: Magic Princess Quests;107032576;USD;0;65201;148;4.5;4;3.5.0;4;Games;38;4;13;1,,,,,,,,,
533373729;Fragment's Note;714801152;USD;3.99;1;1;5;5;1.05;4;Games;43;4;1;1,,,,,,,,,
533451786;Bad Piggies;260106240;USD;0;26259;38;4.5;3.5;2.3.3;4;Games;37;0;1;1,,,,,,,,,
533863652;Odysseus: Long Way Home HD (Full);281676680;USD;4.99;39;39;4;4;1.0.0;4;Games;26;5;7;1,,,,,,,,,
533893269;KODAK Kiosk Connect App;21434368;USD;0;3711;525;4.5;4.5;1.23;4;Photo & Video;38;0;27;1,,,,,,,,,
533956710;Modern Essentials;53814272;USD;6.99;112;9;3.5;3.5;8.0.0;12;Health & Fitness;37;1;1;1,,,,,,,,,
534160364;Snail Bob;210245632;USD;0.99;9453;11;4.5;4.5;1.2.1;4;Games;25;5;1;1,,,,,,,,,
534174529;InstaBoard  for Instagram - photos & videos repost;53230592;USD;0;1571;9;3.5;1.5;3;12;Photo & Video;37;1;1;1,,,,,,,,,
534282109;Topia World Builder;59056128;USD;1.99;1775;161;3.5;3.5;1.6.1;4;Games;43;5;1;1,,,,,,,,,
778437357;FlixBus - bus travel in Europe;29140992;USD;0;92;4;4.5;4.5;3.8.1;4;Travel;37;0;18;1,,,,,,,,,
778658393;GoodNotes 4 - Notes & PDF;195221504;USD;7.99;7004;85;4.5;4.5;4.11.10;4;Productivity;37;5;11;1,,,,,,,,,
778679533;Isabelle Dance Studio;563912704;USD;0.99;178;114;3;3;1.0.2;4;Games;40;4;1;1,,,,,,,,,
779157948;Threes!;93796352;USD;2.99;18494;1983;4.5;3.5;1.3.5;4;Games;40;5;1;1,,,,,,,,,
779561331;The Amazing Spider-Man 2;1452716032;USD;6.99;8843;4622;4;4.5;1.2.0;12;Games;38;5;16;1,,,,,,,,,
780214292;Santa was in my House! Catch Santa Camera;11927552;USD;0.99;2;2;1;1;1;4;Games;43;2;1;1,,,,,,,,,
780458840;Fonta;22478848;USD;0.99;217;94;4;4;1.2.0;4;Photo & Video;38;0;30;1,,,,,,,,,
780467456;Effects Studio;69170176;USD;1.99;64;2;4;4.5;4.3.7;9;Photo & Video;37;5;11;1,,,,,,,,,
783214985;Quick Fit - 7 Minute Workout,Abs,and Yoga;187962368;USD;0;407;39;4.5;4.5;2.8;4;Health & Fitness;37;5;30;1,,,,,,,
783636913;First Strike 1.3;149073920;USD;3.99;1016;3;4;4.5;1.3.1.1;12;Games;38;5;1;1,,,,,,,,,
783753727;R.B.I. Baseball 14;839073792;USD;4.99;4459;1703;3;4;1.0.5;4;Games;40;5;1;1,,,,,,,,,
783960953;Shadow Blade;606646272;USD;1.99;503;37;4.5;4.5;1.5.2;12;Games;43;5;1;1,,,,,,,,,
784279176;Beautiful Japanese Handwriting;37053440;USD;0;0;0;0;0;3.0.6;17;Education;24;5;1;1,,,,,,,,,
784797900;J&J Official 7 Minute Workout;242486272;USD;0;4861;138;5;5;2.6.3;4;Health & Fitness;37;4;31;1,,,,,,,,,
